Hebrew,Russian
והרוחות,И духи
המשקפת,Бинокль
ארקדיה,Аркадия
נימו,Ниммо
התרשם,Пораженный
וקייל,И Kyle
תבחין,уведомление
יסיע,Водить машину
תשקלי,взвешивать
קורור,Корор
עצמים,Объекты
שהרצח,убийство
פריחת,Цвести
הקוקטייל,коктейль
לכלה,невеста
תעסיק,оккупировать
מאיפשהו,Где-то
בנשיקה,Поцелуй
הפקדה,депозит
בעונת,Время года
שהמורה,учитель
שאישתך,Ваша жена
מדממים,Кровотечение
מקורה,покрытый
שהמזל,везение
שגנבו,Украденный
קנטקי,Кентукки
להריסה,снос
לרוצחים,Убийцы
והכאב,И боль
דילדו,фаллоимитатор
אגוס,АГУС
המגניבה,здорово
תזכו,Вы будете
ההשכלה,просветление
קוסבי,Косби
חבייר,Хавьер
השתגעתם,Ты не в своем уме
הנזקים,Повреждение
רקדנים,Танцоры
קשב,внимание
מעוררים,возбуждающий
המועמדת,Претендент
גינון,садоводство
והזדמנות,И возможность
והלכת,И идти
עבים,толстый
תחלוק,доля
הנמלטים,Спасаясь
קתולים,католики
אורגזמות,Оргазм
נחטוף,грейфер
בדיינר,обедающий
בנעל,башмак
וולקוף,Volkoff
ומגעיל,И противно
ההמחאות,проверки
ff8000,ff8000
המערבולת,вихревой
נחתנו,Мы приземлились
בחוג,отдел
הסיליקון,кремний
קווגמייר,Koogmiir
למריה,Мария
מאזינה,Listening
סינר,передник
דיליה,Делия
נמסה,Расплавленный
יגיבו,реагировать
בפעמים,Времена
למכונות,машины
מתעלף,проход наружу
הקומוניסטית,коммунист
הוועד,комитет
תתנשא,Покровительствовать
לארתור,Артур
הקשיבה,Listening
המומחית,эксперт
להתרומם,воздвигнуть
אנטוש,Antos
דעי,Know
תבע,Требовал
לפטור,освободить
כמקום,Место
זרחה,Светящаяся
ליחס,лечение
נמשכות,Продолжать
אולר,пружинный нож
סלבריטאים,знаменитость
חטאיי,Мои грехи
מקלדת,клавиатура
us,нас
הישועה,Спасение
דוס,ДОС
הקשיש,престарелые
מרירה,ожесточенный
בניהם,Sons
לעליית,Восход
המטונף,отвратительный
ממריאים,Отгул
המחמאה,Комплимент
בפיו,Рот
שפני,пенс
נישאו,замужем
הקונסול,Консул
להתמודדות,По рукам
ודון,И Дон
רדאר,радиолокационный
תפילת,молитва
תואילו,Ты бы
בעפר,Пыль
חקלאות,сельское хозяйство
המסורתית,традиционный
מתיסון,Матесон
לימודיו,Исследования
סקופין,Skofin
האביזרים,аксессуары
לנקודות,Точки
נשימתך,дыхание
הסתבכה,Сложный
וחיפשתי,И искали
וקדימה,И вперед
שרונה,Sharona
מהלכי,Ходы
שאישתי,Моя жена
שהבלש,детектив
שהופעת,Внешность
עליכום,Алейкум
ותלמד,И узнать
שתשיגי,Ты достигаешь
פפסי,Пепси
ומארק,И Марк
במנהל,администрация
ומוכר,И продажа
אופרת,опера
בפיקוח,надзор
בשאלות,вопросы
ממועצת,совет
ענדה,Носил
קרטה,каратэ
שתאפשר,Позволять
בגבורה,отважно
להישפט,быть судимым
במגירת,Выдвижной ящик
בפנסילבניה,Пенсильвания
המתיחות,Напряженность
מבולגנת,Грязный
שדפקת,выебанная
טיבט,Тибет
מכעס,гнев
לחטא,дезинфицировать
קקטוס,кактус
כשדיברנו,Когда мы говорили
הפכפך,непостоянный
מיקרופונים,Микрофоны
החביאה,спрятанный
אדיבים,учтивый
ושלושת,И три
כאבא,Себу
לריאן,валериана
שהאלים,Боги
אחריותי,Моя ответственность
לצרוך,потреблять
בהיותו,бытие
הפדרלים,федералы
בצירוף,Все вместе
יתמוך,Поддержка
הוראת,обучение
למחנאות,Кемпинг
טומן,Вмещает
פילוסוף,философ
שאשבור,Я разобью
שתיהיה,Оставаться
שבריר,Дробная часть
נמנעים,Воздержались
מפסידנית,Неудачник
הפוריות,фертильность
תצלצל,Кольцо
מרכב,тело
אויש,Oish
ונחשו,"И угадайте,"
שפשוף,натирание
תדליקו,Загораться
ואלאס,Уоллес
הפנימיות,внутренний
במכבסה,прачечная-автомат
רועי,Рой
בדולר,долларов
השואה,истребление
הייחודי,Уникальный
מדפים,полки
להפליץ,пукать
הגדילה,Вырос
למהלך,Движение
מבחינתם,Для них
והשארת,уход
יצרני,продуктивный
לדרישות,Требования
הצפה,наводнение
תארזו,пак
תבורכי,Град
יחזקאל,Иезекииль
מפזר,распространитель
ופיתוח,И развитие
שיחזרו,Вернуть
והשאירו,уход
טכס,церемония
מאגרי,Водоемы
האסיפה,сборочный
ה,Бог
מסנטה,Санта
סנדס,Пески
בגניבת,угон
באנר,баннер
תחלק,распространять
גשמים,количество осадков
בפראג,Прага
חזיית,Бюстгальтер
רולו,Ролло
נבלים,Злодеи
שרווד,Sherwood
יבצעו,Будет
עקיצה,ужалить
בצו,порядок
הסיבים,волокно
נשקו,Оружие
להנאה,Удовольствие
מהאש,Огонь
בראונינג,поджаривание
דוגמנות,моделирование
מבית,От
עצמתי,Я закрыл
ולקחה,И взял
מסומנת,непроверенный
האוקיינוסים,Океаны
המוטיבציה,мотивация
עוברי,эмбриональный
שהציבור,Публика
סילוני,реактивный самолет
במהופך,Обеспечить регресс
והפכה,И стал
הטיפים,подсказки
הנפשית,умственный
שמעלה,Увеличивает
סרקו,сканирование
אדונך,Ваш мастер
ביסודו,в корне
שהקול,Звук
ולבחור,И выбрать
והאקדח,И пистолет
טה,Te
מתוחכמים,утонченный
מאפיין,особенность
שלפנינו,вперед
רדומה,бездействующий
ולהירגע,И расслабься
לחצן,кнопка
דלפין,Дельфина
תתחכם,Поумнеть
הקאת,регургитация
המשותפים,общий
